"","continent","location","lat","long","total_cases","total_deaths","case_fatality_rate","total_tests","positive_rate","hospital_beds_per_thousand","num_physicians_per_thousand","handwashing_facilities","gdp_per_capita","current_health_exp","govt_health_exp","population","population_density","pop_young","pop_working","pop_old","extreme_poverty","human_development_index","annual_intl_arrivals_thousands","total_cases_log","total_deaths_log","total_tests_log","gdp_per_capita_log","population_log","population_density_log","annual_intl_arrivals_thou_log","deaths_per_test","deaths_per_population"
"107","Europe","Lithuania",55.1694,23.8813,213447,3539,0.0165802283470838,2283127,0.064,6.56,63.53,97.164,29524.265,6.4576,12.7744,2722291,45.135,15.13545128,64.70613601,20.15841271,0.7,0.882,2825,12.2711438372736,8.17159948034546,14.6410565525236,10.2929677465982,14.8169843631657,3.80965799875012,7.94626364358054,0.0015500670790543,0.00130000797122718
"108","Europe","Luxembourg",49.8153,6.1296,60465,738,0.0122054080873232,2342279,0.023,4.51,30.09,97.164,94277.965,5.4811,10.7956,625976,231.447,15.70723484,70.01781628,14.27494888,0.2,0.916,1018,11.0098199642194,6.60394382460047,14.6666349449941,11.4540027721756,13.3470673106891,5.44435090563048,6.92559519711047,0.000315077751198726,0.00117895893772285
"109","Asia","Macao",22.1667,113.55,177135,284,0.00325998909658352,3483259,0.048,2,24.85,95.803,104861.851,4.4404,8.4938,649342,20546.766,14.71261177,78.76249412,2.518809729,0.2,0.89,12045,12.0846674327035,5.64897423816121,15.0634789077664,11.5603990580783,13.38371482145,9.93045883527729,9.39640491504897,8.15328403658758e-05,0.000437365825712798
"110","Africa","Madagascar",-18.766947,46.869107,23424,381,0.016265368852459,134665,0.172,0.2,1.81,50.54,1416.44,5.502,15.0213,27691019,43.951,40.36683998,56.58909589,3.044064128,77.6,0.528,291,10.061516416761,5.9427993751267,11.810545491961,7.25590196044899,17.1366186947589,3.78307537700089,5.67332326717149,0.00282924293617495,1.37589736224586e-05
"111","Africa","Malawi",-13.2543,34.3015,33458,1113,0.0332655867057206,214525,0.078,1.3,0.36,8.704,1095.042,9.6482,9.7755,19129955,197.519,43.46868847,53.88928735,2.642024179,71.4,0.483,871,10.4180461998912,7.01481435127554,12.2761815606753,6.99854799767941,16.7667659890875,5.28583478224566,6.7696419768525,0.00518820650273861,5.81810046076951e-05
"112","Asia","Malaysia",4.210484,101.975766,340642,1251,0.00367247726352006,7372592,0.028,1.9,15.36,94.576,26808.164,3.8594,8.9278,32365998,96.254,23.69497915,69.38424954,6.920771309,0.1,0.81,25832,12.7385873514111,7.13169851046691,15.8132798984001,10.1964617469753,17.2926189852657,4.56699053074592,10.1593693124381,0.000169682521425301,3.86516738955493e-05
"113","Asia","Maldives",3.2028,73.2207,23403,66,0.00282015126265863,621663,0.029,3.6,45.63,95.803,15183.616,9.03,21.7775,540542,1454.433,19.90967185,76.44932791,3.641000239,0.7,0.74,1484,10.0606194982564,4.18965474202643,13.3401534242512,9.6279722307512,13.2003276188704,7.28237141293478,7.30249642372733,0.000106166846024293,0.00012209967033089
"114","Africa","Mali",17.570692,-3.996166,9773,376,0.0384733449299089,440609,0.073,0.1,1.29,52.232,2014.306,3.794,5.7852,20250834,15.196,47.304697,50.20017519,2.495127818,38,0.434,14,9.18737876033884,5.92958914338989,12.9959131398326,7.60802999818222,16.8237065358539,2.72103223532538,2.63905732961526,0.000853364320746966,1.8567136543611e-05
"115","Europe","Malta",35.9375,14.3754,28808,385,0.0133643432379894,795647,0.047,4.485,28.6,97.164,36513.323,9.341,16.4762,441539,1454.037,14.32879475,64.8540325,20.81717275,0.2,0.895,2599,10.2684084053287,5.95324333428778,13.5869108991291,10.5054324866679,12.9980216303457,7.28209910481234,7.86288203464149,0.000483882927981881,0.000871950156158346
"116","Oceania","Marshall Islands",7.1315,171.1845,4,34,0.0153846153846154,233820,0.001,2.7,4.23,82.502,3819.202,16.4029,9.4874,59194,295.15,37.86409737,57.67335152,3.63080993,13.2,0.704,7,1.38629436111989,3.52636052461616,12.3623068675608,8.24779677925431,10.9885754643844,5.6874837016867,1.94591014905531,0.000145410999914464,0.000574382538770821
"117","Africa","Mauritania",21.0079,-10.9408,17756,448,0.0252309078621311,233820,0.024,1.4,1.87,15.95,3597.633,4.4032,6.0656,4649660,4.289,39.88891432,56.95484186,3.156243813,6,0.546,156,9.78447876595393,6.10479323241498,12.3623068675608,8.18803140819628,15.3523046566107,1.45605360553474,5.04985600724954,0.00191600376357882,9.63511310504424e-05
"118","Africa","Mauritius",-20.348404,57.552152,871,10,0.0114810562571757,1102728,0.043,3.4,25.33,44.6,20292.745,5.7187,9.9685,1271767,622.962,17.25970884,70.74156394,11.99872723,0.5,0.804,1399,6.7696419768525,2.30258509299405,13.9132976676435,9.91801871198859,14.0559178300028,6.43448552174258,7.24351297466548,9.06841941077038e-06,7.86307554764355e-06
"119","North America","Mexico",23.6345,-102.5528,2224904,201429,0.0905337938176209,5540712,0.233,1.38,23.83,87.847,17336.469,5.5165,11.0486,128932753,66.444,26.18511815,66.39822125,7.416660604,2.5,0.779,41313,14.6152243265842,12.2131922409563,15.5276335703211,9.76056759638048,18.674801531831,4.19635948762883,10.6289324993952,0.0363543530145584,0.00156227952411751
"120","Oceania","Micronesia (country)",7.4256,150.5508,1,34,0.0153846153846154,233820,0.001,2.61,1.94,35.89,3299.464,4.6849,9.155,115021,150.777,37.86409737,57.67335152,3.63080993,16,0.62,116,0,3.52636052461616,12.3623068675608,8.1015153100199,11.6528699993701,5.01580192404761,4.75359019110636,0.000145410999914464,0.000295598195112197
"121","Europe","Moldova",47.4116,28.3699,225660,4785,0.0212044668971018,764199,0.299,5.8,28.74,86.979,5189.972,6.9953,12.8232,4033963,123.655,15.88969107,72.09718982,12.01311911,0.2,0.75,1711,12.3267847206924,8.47324130388705,13.5465835054361,8.55448358115502,15.2102598254166,4.81749542986642,7.44483327389219,0.00626145807571065,0.00118617845528082
"122","Europe","Monaco",43.7333,7.4167,2254,28,0.0124223602484472,2342279,0.036,13.8,75.07,85.198,48472.545,1.7727,6.7499,39244,19347.5,16.40095872,64.51118404,19.60531972,0.2,0.944,347,7.72046169459972,3.3322045101752,14.6666349449941,10.7887528341662,10.5775538452833,9.87031849114461,5.84932477994686,1.19541694221739e-05,0.000713484863928244
"123","Asia","Mongolia",46.8625,103.8467,6693,5,0.000747049155834454,2145944,0.017,7,28.59,71.18,11840.846,4.0023,8.1525,3278292,1.98,30.79828114,65.01238541,4.189333452,0.5,0.737,529,8.80881748310064,1.6094379124341,14.5790901067717,9.37931035858808,15.0028331130252,0.683096844706444,6.2709884318583,2.32997692390855e-06,1.52518445580809e-06
"124","Europe","Montenegro",42.708678,19.37439,89732,1241,0.0138300717692685,2023997,0.283,3.861,27.56,86.979,16409.288,8.0956,11.986,628062,46.28,18.15021649,66.46061145,15.38917207,1,0.829,2077,11.4045827291332,7.12367278520461,14.520584827175,9.7056027949649,13.3503941666919,3.83470990232548,7.63867982387611,0.000613143201299211,0.00197591957481905
"125","Africa","Morocco",31.7917,-7.0926,494358,8798,0.0177968193090837,5411334,0.043,1.1,7.31,24.097,7485.013,5.2452,7.4892,36910558,80.08,26.96951716,65.73002807,7.300454771,1,0.686,12289,13.1110152300607,9.08227970190866,15.5040062008334,8.92065803365917,17.4240081927461,4.38302613500696,9.4164598322846,0.00162584678750194,0.000238359983612277
"126","Africa","Mozambique",-18.665695,35.529562,67011,762,0.0113712674038591,471022,0.114,0.7,0.84,12.227,1136.103,4.9412,4.6642,31255435,37.728,44.36800049,52.75355334,2.878446169,62.9,0.456,2743,11.1126120640017,6.63594655568665,13.0626600810372,7.03535926418499,17.2577038390244,3.63040252435496,7.9168074909376,0.00161775883079771,2.4379759872163e-05
"127","Asia","Myanmar",21.9162,95.956,142377,3206,0.0225176819289632,2251884,0.147,0.9,6.77,79.287,5591.597,4.6591,3.4939,54409794,81.721,25.91440126,68.07389414,6.0117046,6.4,0.583,3551,11.8662337480608,8.0727793331695,14.627277757146,8.62902021407777,17.8120547323862,4.40331100678106,8.17498453294309,0.00142369678011834,5.89232151843839e-05
"128","Africa","Namibia",-22.9576,18.4904,43499,508,0.0116784293891814,338019,0.124,2.1,4.18,44.6,9541.808,8.551,10.6523,2540916,3.078,36.90591013,59.48603545,3.608054423,13.4,0.646,1499,10.6804932283068,6.23048144757848,12.730857385903,9.1634382643058,14.7480352039046,1.12428003541669,7.3125534981026,0.00150287409879326,0.000199927900017159
"129","Asia","Nepal",28.1667,84.25,276750,3027,0.0109376693766938,2251884,0.036,0.3,7.49,47.782,2442.804,5.5533,4.5079,29136808,204.43,29.5703756,64.64705679,5.782567617,15,0.602,1173,12.5308698505709,8.01532730902172,14.627277757146,7.80090183881284,17.1875128125804,5.32022561859692,7.06731984865348,0.00134420778334941,0.000103889211199799
"130","Europe","Netherlands",52.1326,5.2913,1263882,16592,0.0131278078175019,7459247,0.076,3.32,36.05,97.164,48472.545,10.1008,15.3043,17134873,508.544,15.88349624,64.51118404,19.60531972,0.2,0.944,18780,14.0496984949008,9.71667593046931,15.8249650287475,10.7887528341662,16.656626301533,6.23155174075208,9.84054775276225,0.00222435320884266,0.000968317652544025
"131","Oceania","New Zealand",-40.9006,174.886,2482,26,0.0104754230459307,1875086,0.001,2.61,35.9,82.502,36085.843,9.1701,19.2881,4822233,18.206,19.56660408,64.43943975,15.99395617,13.2,0.931,3686,7.81681996576455,3.25809653802148,14.4441650830015,10.493655906741,15.388747656755,2.9017512100831,8.21229713822977,1.38660306780596e-05,5.3916930185663e-06
"132","North America","Nicaragua",12.865416,-85.207229,6629,177,0.0267008598581988,802126,0.132,0.9,9.78,84.169,5321.444,8.6455,18.6187,6624554,51.667,29.854853,64.68715463,5.457992374,3.2,0.66,1256,8.79920924224139,5.17614973257383,13.5950209817405,8.57949997407705,15.7062936068157,3.94481927984323,7.13568734702814,0.000220663586518826,2.67187798605008e-05
"133","Africa","Niger",17.607789,8.081666,4972,185,0.0372083668543846,267671,0.105,0.3,0.43,8.978,926,7.74,9.6507,24206636,16.955,49.84216915,47.56111943,2.596711426,44.5,0.394,157,8.5115774526306,5.22035582507832,12.4975138934199,6.83087423464618,17.0021373684129,2.8305627755776,5.05624580534831,0.000691146967732776,7.64253240309806e-06
"134","Africa","Nigeria",9.082,8.6753,162489,2041,0.0125608502729416,1727467,0.023,0.8,3.81,41.949,5338.454,3.7555,4.6014,206139587,209.588,43.6875302,53.56938646,2.743083338,36.8,0.539,5265,11.998365586153,7.62119516280984,14.3621667316919,8.58269137692862,19.1440641040781,5.34514369889954,8.56883642456808,0.00118149869143665,9.90105796612467e-06
"135","Europe","North Macedonia",41.6086,21.7453,126230,3642,0.0288520953814466,603068,0.283,4.28,28.74,87.202,13111.214,6.0621,12.8232,2083380,82.6,16.39360314,69.52097449,14.08542237,5,0.774,707,11.7458609187469,8.20028826028755,13.3097852388372,9.48122317353842,14.5495021327936,4.41400968052693,6.56103066589657,0.00603911996657093,0.00174812084209314
"136","Europe","Norway",60.472,8.4689,92469,656,0.00709426943083628,4469829,0.035,3.6,29.16,97.164,64800.057,10.4463,17.8774,5421242,14.462,17.41297454,65.31435954,17.27266592,0.2,0.957,5688,11.4346287321951,6.48616078894409,15.3128607108245,11.0790617619696,15.5058354984562,2.67152451975276,8.64611397148308,0.000146761766501582,0.000121005481769676
"137","Asia","Oman",21.512583,55.923255,153838,1650,0.0107255684551281,8979084,0.015,1.6,20.03,97.4,37960.709,3.8491,7.5657,5106622,14.98,22.41839475,75.13301545,2.448589805,0.2,0.813,2301,11.9436553796581,7.40853056689463,16.0104084306212,10.5443069301048,15.4460486868341,2.70671597808907,7.74109909003537,0.00018376039248547,0.000323109875765232
"138","Asia","Pakistan",30.3753,69.3451,654591,14215,0.0217158500498785,9976791,0.092,0.6,9.8,59.607,5034.708,2.8986,4.303,220892331,255.573,35.05437791,60.62321438,4.322407709,4,0.557,966,13.3917658921004,9.5620530240851,16.1157720534954,8.52411080942924,19.2131859507211,5.54350808312092,6.87316383421252,0.00142480683418145,6.43526189236511e-05
"139","Asia","Palestine",31.9522,35.2332,234748,2557,0.0108925315657641,2251884,0.216,4.5,21.03,66.229,4449.898,6.1859,6.0787,5101416,778.202,31.09919594,64.18303487,4.595215725,1,0.708,1173,12.3662678773324,7.84658997529119,14.627277757146,8.40063645354927,15.4450287062166,6.65698613058056,7.06731984865348,0.00113549365775502,0.000501233383045021
"140","North America","Panama",8.538,-80.7821,353497,6090,0.0172278689776717,2091666,0.054,2.3,15.69,87.202,22267.037,7.3195,20.0809,4314768,55.133,26.77912011,64.90704329,8.313836605,2.2,0.815,1785,12.7756302777198,8.71440336070394,14.5534714355889,10.0108627024548,15.2775541151214,4.00974844795399,7.48717369421374,0.00291155471284612,0.0014114316227431
"141","Oceania","Papua New Guinea",-6.314993,143.95555,4660,39,0.00836909871244635,1218744,0.001,2.61,0.7,35.89,3823.194,2.4693,9.155,8947027,18.22,35.48596536,61.00460922,3.509425418,13.2,0.555,140,8.44677072711969,3.66356164612965,14.0133313782052,8.24884147789674,16.0068318562965,2.90251989183181,4.9416424226093,3.20001575392371e-05,4.35898986333673e-06
"142","South America","Paraguay",-23.4425,-58.4438,206597,4003,0.019375886387508,864285,0.353,1.3,13.54,79.602,8827.01,6.6546,10.4787,7132530,17.144,29.17933588,64.19983942,6.620824696,1.7,0.728,1181,12.2385253147491,8.29479935899257,13.6696578545051,9.08557161790732,15.7801765681598,2.84164825817128,7.07411681619736,0.00463157407568105,0.00056123142839918
"143","South America","Peru",-9.19,-75.0152,1520973,51238,0.0336876460002906,4395068,0.211,1.6,13.05,67.779,12236.706,4.9952,14.8979,32971846,25.129,25.25449584,66.3520253,8.39347886,3.5,0.777,4419,14.2348608196046,10.8442367232427,15.2959935611091,9.41219540220061,17.3111646037747,3.22402255768773,8.39366870513074,0.0116580676339934,0.00155399245768648
"144","Asia","Philippines",12.879721,121.774017,712442,13159,0.0184702754750562,9296338,0.147,1,6,78.463,7599.188,4.4464,7.126,109581085,351.873,30.47588107,64.20912271,5.31499622,1.8,0.718,7168,13.4764537843027,9.48486121415014,16.0451311171374,8.93579667846113,18.5121753354674,5.86327031504121,8.87738195465477,0.00141550361013122,0.000120084593066404
"145","Europe","Poland",51.9194,19.1451,2221725,51753,0.0232940620463829,11503034,0.198,6.62,23.79,97.164,27216.445,6.542,10.9431,37846605,124.027,15.18538648,66.69771627,18.11689725,0.7,0.88,19622,14.6137944791463,10.8542376804619,16.2581213846245,10.211576665178,17.4490518376557,4.82049928383819,9.88440666472334,0.00449907389650417,0.00136744101617569
"146","Europe","Portugal",39.3999,-8.2245,820042,16827,0.0205196806992813,8920337,0.014,3.39,51.24,97.164,27936.896,8.9696,13.0133,10196707,112.371,13.25208506,64.39122422,22.35669072,0.5,0.864,16186,13.617110837441,9.73074001817645,16.0038442841116,10.2377035314354,16.1375753829922,4.72180589705259,9.69190195005565,0.00188636371024996,0.00165023865057611
"147","Asia","Qatar",25.3548,51.1839,177135,284,0.00160329692042792,1694463,0.081,1.2,24.85,94.576,116935.6,2.6074,6.293,2881060,227.322,13.5959001,84.88093679,1.523163117,0.2,0.848,1819,12.0846674327035,5.64897423816121,14.3428764344412,11.6693786348887,14.8736688399519,5.4263675145602,7.50604217851812,0.000167604721967963,9.85748300972559e-05
"148","Europe","Romania",45.9432,24.9668,932179,22997,0.0246701545518618,6549158,0.235,6.892,29.81,97.164,23313.199,5.1579,12.0533,19237682,85.129,15.57395813,65.63597608,18.79006579,5.7,0.828,11720,13.7452801353124,10.0431190516213,15.6948470497299,10.0567749598509,16.7723815177733,4.44416775308669,9.369052063131,0.00351144376116747,0.00119541429159709
"149","Europe","Russia",61.52401,105.318756,4460348,95792,0.0214763511725991,118843545,0.03,8.05,31.91,97.164,24765.954,6.542,10.2267,145934460,8.823,15.18538648,65.63597608,19.69445761,0.1,0.824,17552,15.3107373478581,11.4699344531651,18.5933184381373,10.1172251663882,18.7986681747754,2.17736194823997,9.77292318251501,0.000806034522110561,0.000656404251607194
"150","Africa","Rwanda",-1.9403,29.8739,21370,301,0.01408516612073,1102728,0.031,0.8,1.34,4.617,1854.211,6.5716,8.8828,12952209,494.869,39.76603218,57.20571476,3.028253062,56,0.543,932,9.96974334831319,5.70711026474888,13.9132976676435,7.5252145476329,16.3767769107134,6.20429308107899,6.83733281468559,0.000272959424264188,2.32392791067531e-05
"151","Africa","Saint Helena",-7.9467,-14.3559,10079,108,0.0124223602484472,186726,0.04,2.397,33.33,70.598,1569.888,7.3844,3.365,6071,143.366,41.56805305,55.05514182,2.947736623,49.6,0.48,142,9.21820933035488,4.68213122712422,12.1373975806802,7.35875955821809,8.71127861513043,4.96540080102939,4.95582705760126,0.000578387583946531,0.0177894910228957
"152","North America","Saint Kitts and Nevis",17.357822,-62.782998,44,188,0.0178526527533317,649297,0.089,2.3,26.76,87.202,24654.385,5.0368,8.1529,53192,212.865,21.0786358,68.62061129,9.880435323,2.2,0.779,125,3.78418963391826,5.23644196282995,13.3836455181255,10.1127100541167,10.8816632880823,5.36065816195461,4.8283137373023,0.000289543922118845,0.00353436607008573
"153","North America","Saint Lucia",13.9094,-60.9789,4191,58,0.0138391791935099,802126,0.132,1.3,6.41,87.202,12951.839,4.5459,8.9358,183629,293.187,23.5312194,66.71857852,9.677419355,2.2,0.759,395,8.34069464792507,4.06044301054642,13.5950209817405,9.46899306476755,12.1206726967651,5.68081063069392,5.97888576490112,7.23078419101238e-05,0.000315854249601098
"154","North America","Saint Vincent and the Grenadines",12.9843,-61.2872,1723,10,0.00580383052814858,802126,0.132,2.6,13.06,87.202,10727.146,5.8769,8.9967,110947,281.787,26.85844526,65.42821497,8.469582569,2.2,0.738,80,7.45182223652793,2.30258509299405,13.5950209817405,9.28053281702033,11.6168078887883,5.64115146639195,4.38202663467388,1.24668692948489e-05,9.01331266280296e-05
"155","Oceania","Samoa",-13.759,-172.1046,3,39,0.0104754230459307,864692,0,2.61,3.45,35.89,6021.557,5.4828,11.5777,198410,69.413,37.86409737,57.20279862,4.933104005,13.2,0.715,164,1.09861228866811,3.66356164612965,13.6701286531421,8.70310114273561,12.1980908757885,4.24007416985531,5.0998664278242,4.51027649151374e-05,0.000196562673252356
"156","Europe","San Marino",43.9424,12.4578,4603,84,0.0182489680643059,4870430,0.035,3.8,61.09,97.164,56861.47,7.3641,12.1587,33938,556.667,16.40095872,65.16070802,18.83799606,0.2,0.949,84,8.43446354381724,4.43081679884331,15.3986927868488,10.948373237843,10.4322906095328,6.32196721554491,4.43081679884331,1.72469371287545e-05,0.00247510165596087
"157","Africa","Sao Tome and Principe",0.1864,6.6131,2210,34,0.0153846153846154,267671,0.073,2.9,0.53,41.34,3052.714,6.23,10.7623,219161,212.841,42.14669667,54.89314411,2.960159214,32.3,0.625,33,7.7007477945118,3.52636052461616,12.4975138934199,8.02378630999762,12.2975618985184,5.3605454080821,3.49650756146648,0.000127021604880618,0.00015513709099703
"158","Asia","Saudi Arabia",23.885942,45.079162,387794,6643,0.0171302289359815,14812806,0.009,2.7,26.12,94.576,49045.411,5.8356,10.0643,34813867,15.322,24.86598199,71.72113141,3.4128866,0.2,0.854,15334,12.8682295497783,8.80131894766524,16.5110026348741,10.8005019030224,17.3655263423853,2.72928970409463,9.63782786411884,0.000448463309382436,0.000190814769298682
"159","Africa","Senegal",14.4974,-14.4524,38456,1034,0.0268878718535469,440609,0.073,0.4,0.69,20.859,2470.58,4.1341,3.8881,16743930,82.328,42.83986907,54.06165449,3.098476445,38,0.512,1365,10.5572700095738,6.94119005506837,12.9959131398326,7.8122082198704,16.6335463624972,4.41071126853379,7.21890970761906,0.00234675188205416,6.17537220951115e-05
"160","Europe","Serbia",44.0165,21.0059,581617,5151,0.00885634360756305,3330762,0.311,5.609,31.13,97.719,14048.881,8.434,11.918,6804596,80.291,15.54094253,65.71855405,18.74050342,1.1,0.806,1711,13.2735674344854,8.54694614956558,15.0187116646081,9.55029802746202,15.7331088241937,4.3856575349702,7.44483327389219,0.00154649296467295,0.000756988364922767
"161","Africa","Seychelles",-4.6796,55.492,3996,20,0.005005005005005,338019,0.046,3.6,21.21,44.6,26382.287,5.0067,10.1392,98340,208.354,23.73873275,68.45578531,7.805481947,1.1,0.796,362,8.29304913976844,2.99573227355399,12.730857385903,10.1804481169791,11.4961861409659,5.3392385561483,5.89164421182577,5.9168271606034e-05,0.000203376042302217
"162","Africa","Sierra Leone",8.460555,-11.779889,3962,79,0.0199394245330641,267671,0.078,0.7,0.25,19.275,1390.3,13.4209,7.9108,7976985,104.7,40.72431131,56.32795207,2.947736623,52.2,0.452,57,8.2845042272585,4.36944785246702,12.4975138934199,7.2372748301755,15.8920710784853,4.65109911787649,4.04305126783455,0.000295138434869672,9.9034911059755e-06
"163","Asia","Singapore",1.2833,103.8333,60288,30,0.000497611464968153,8307697,0,2.4,22.94,95.803,85535.383,4.4404,12.5689,5850343,7915.731,12.33150315,75.27536737,12.39312948,0.2,0.938,14673,11.006888357936,3.40119738166216,15.9326929924416,11.3566854055756,15.5820108499679,8.97660732433607,9.59376434920747,3.61110907150321e-06,5.12790446645607e-06
