continent,location,lat,long,total_cases,total_deaths,case_fatality_rate,total_tests,positive_rate,hospital_beds_per_thousand,num_physicians_per_thousand,handwashing_facilities,gdp_per_capita,current_health_exp_%gdp,govt_health_exp_%totalgovtexp,population,population_density,0_to_14(%),15_to_64(%),65_and_above(%),extreme_poverty,human_development_index,annual_intl_arrivals_thousands,total_cases_log,total_deaths_log,total_tests_log,gdp_per_capita_log,population_log,population_density_log,annual_intl_arrivals_thou_log
Africa,Botswana,-22.3285,24.684900000000003,38466,506,0.013154474081006604,1218744,0.043000000000000003,1.8,5.2700000000000005,44.6,15807.374,6.1346,14.315500000000002,2351625,4.044,33.76498732,61.86911734000001,4.365895340999999,2,0.735,1623,10.557530013215313,6.226536669287466,14.013331378205153,9.668231819001111,14.670617136513432,1.397234301158225,7.392031567514591
South America,Brazil,-14.235,-51.92530000000001,12490362,310550,0.024863170498981534,4395068,0.21800000000000003,2.2,21.64,67.779,14103.452,9.467500000000001,10.2553,212559409,25.04,21.00919373,69.73919823,9.251608036,3.4,0.765,6621,16.340467864868305,12.64610019798745,15.29599356110914,9.55417486909711,19.174732079020547,3.2204745462318978,8.798001694924846
Asia,Brunei,4.5353,114.7277,206,3,0.014563106796116505,14778889,0.015,2.7,25.279999999999998,94.576,71809.251,4.7481,8.4938,437483,81.34700000000001,21.56983829,75.66632272,2.5188097289999996,0.2,0.8380000000000001,12045,5.327876168789581,1.0986122886681098,16.508710301511492,11.181768590747781,12.98879312688199,4.39872395529605,9.396404915048972
Europe,Bulgaria,42.733900000000006,25.485799999999998,327770,12650,0.038594136132043814,2023997,0.232,7.454,40.33,86.979,18563.307,8.095600000000001,11.986,6948445,65.17999999999999,14.685378919999998,64.06165381000001,21.25296727,1.5,0.8160000000000001,9273,12.700067421884691,9.445412494155667,14.520584827174956,9.828942169347531,15.754028451500027,4.177152673409416,9.134862230800225
Africa,Burkina Faso,12.238299999999997,-1.5615999999999999,12673,145,0.011441647597254004,423635,0.07800000000000001,0.4,0.8500000000000001,11.877,1703.1019999999999,6.9151,9.9915,20903278,70.151,44.67782154999999,52.91489091,2.407287537,43.7,0.452,144,9.447229025082065,4.976733742420574,12.956627514414157,7.440206573173265,16.855416546741864,4.2506500616143645,4.969813299576001
Africa,Burundi,-3.3731,29.9189,2657,6,0.002258185923974407,267671,0.07800000000000001,0.8,1,6.143999999999999,702.225,7.5176,8.5214,11890781,423.062,45.40064766999999,52.28725702,2.312095314999999,71.7,0.43300000000000005,299,7.884952945759814,1.791759469228055,12.497513893419907,6.554253865493062,16.291273951959727,6.0475187404096555,5.700443573390687
Asia,Cambodia,11.55,104.9167,2147,8,0.0037261294829995344,2145944,0.186,0.8,1.93,66.229,3645.07,5.9188,6.0787,16718971,90.67199999999998,31.09919594,64.18303486999999,4.717769196000001,15,0.594,6201,7.671826797878781,2.0794415416798357,14.579090106771721,8.201130848647932,16.63205462066478,4.507248599427263,8.732465848349879
Africa,Cameroon,3.848,11.5021,47669,721,0.015125133734712286,497211,0.093,1.3,2.3104999999999998,2.735,3364.926,4.6707,3.1372,26545864,50.885,42.36213102000001,54.914219069999994,2.723649908,23.8,0.5630000000000001,1081,10.772036570424822,6.580639137284949,13.116769762267769,8.121161250752325,17.09438451197276,3.929568184643895,6.985641817639208
North America,Canada,60,-95,965882,22830,0.023636427638158698,26977663,0.039,2.5,23.110000000000003,87.84700000000001,44017.59099999999,10.5728,19.327900000000003,37742157,4.037,15.84589974,66.50620337000001,17.647896890000002,0.5,0.929,21134,13.780796952524234,10.035830739523842,17.11051978527387,10.692344628458034,17.446288250484475,1.3955018418708038,9.958638397000977
Africa,Cape Verde,16.538800000000002,-23.041800000000002,17018,165,0.009695616406158186,979476,0.043000000000000003,2.1,1.87,26.664,6222.554,4.403200000000001,6.0656,555988,135.58,39.888914320000005,56.95484185999999,3.1562438129999992,32.3,0.6649999999999999,156,9.742026886409503,5.10594547390058,13.794773013769456,8.735935712388102,13.228501990265995,4.909561872002819,5.049856007249537
North America,Cayman Islands,19.3133,-81.25460000000001,7954,188,0.021040850587576945,2091666,0.054000000000000006,2.9,26.759999999999998,87.202,49903.028999999995,5.7589,11.211199999999998,65720,256.4959999999999,20.26118068,66.50620337000001,11.118208019999997,1.3,0.7959999999999999,375,8.981430225767635,5.236441962829949,14.553471435588861,10.81783698130016,11.093158572151204,5.547113069947318,5.926926025970411
Africa,Central African Republic,6.6110999999999995,20.9394,5088,64,0.012578616352201259,267671,0.10500000000000001,1,0.72,16.603,661.24,5.8218,5.0348999999999995,4829764,7.479000000000001,43.920015760000005,53.26519409000001,2.81479015,49.2,0.397,107,8.534640105019959,4.1588830833596715,12.497513893419907,6.494116860184811,15.39030816315136,2.012099093209531,4.672828834461906
Africa,Chad,15.4542,18.7322,4501,160,0.03554765607642746,267671,0.07800000000000001,0.4,0.43000000000000005,5.818,1768.1529999999998,4.4873,4.6784,16425859,11.833,46.82094474,50.68741364,2.491641622999999,38.4,0.398,87,8.412054873292933,5.075173815233827,12.497513893419907,7.477690777914891,16.61436741929316,2.470892238402422,4.465908118654584
South America,Chile,-35.67510000000001,-71.543,969913,22653,0.023355703037282724,10810199,0.095,2.11,25.91,67.779,22767.037,8.983500000000001,17.731800000000003,19116209,24.281999999999996,19.49427286,68.62418700999999,11.881540130000001,1.3,0.8510000000000001,5723,13.784961655735463,10.028047572471536,16.196000598326616,10.033069023229924,16.766047171870053,3.1897353351217834,8.652248422409102
Asia,China,35.8617,104.19545,101663,4841,0.04761811081711144,8229683,0.092,4.34,19.8,64.20400000000001,15308.712000000001,5.1512,9.0721,1439323774,147.67399999999998,17.80450834,70.72329863,11.47219302,0.7,0.761,62900,11.52941870069729,8.484876589939695,15.923258054292962,9.636177357091867,21.087439238848166,4.995007141543488,11.049301442688533
South America,Colombia,4.5709,-74.2973,2375591,62790,0.026431317512147504,12401610,0.16,1.71,21.85,65.386,13254.949,7.2263,17.485699999999994,50882884,44.223000000000006,22.62078466,68.61338532999999,8.765830007000002,4.5,0.767,3904,14.68075680660008,11.047551104108155,16.333336860856626,9.492126271111047,17.74503715777969,3.789245015733251,8.269756947532983
Africa,Comoros,-11.6455,43.3333,3690,146,0.03956639566395664,267671,0.07800000000000001,2.2,2.72,15.574,1413.8899999999999,7.384399999999999,3.3649999999999998,869595,437.35200000000003,39.28587378,57.658722790000006,3.0554034269999994,18.1,0.554,36,8.213381737034572,4.983606621708336,12.497513893419907,7.254100049936812,13.675782865002597,6.080738362851863,3.58351893845611
Africa,Congo,-0.228,15.8277,9681,135,0.013944840409048653,497211,0.07300000000000001,2,1.6500000000000001,47.964,4881.406,2.9303,3.3985,5518092,15.405000000000001,39.888914320000005,56.95484185999999,3.1562438129999992,37,0.5740000000000001,156,9.177920480720072,4.90527477843843,13.116769762267769,8.493188572104206,15.523542706327882,2.7346921320486315,5.049856007249537
North America,Costa Rica,9.748899999999997,-83.7534,215178,2931,0.013621280985974402,649297,0.089,1.1300000000000001,28.939999999999998,83.84100000000001,15524.994999999999,7.328799999999999,26.9071,5094114,96.079,21.078635799999997,69.04092888000001,9.880435323000002,1.3,0.81,3017,12.279220871560604,7.983098940710892,13.383645518125515,9.650206584740436,15.443596313540857,4.565170769724226,8.012018239159062
Africa,Cote d'Ivoire,7.54,-5.5470999999999995,42861,232,0.005412846177177387,497211,0.135,0.9,1.87,19.351000000000003,3601.006,4.403200000000001,6.0656,26378275,76.399,41.71470319,55.412177469999996,2.873119343,28.2,0.538,1072,10.665717600533268,5.44673737166631,13.116769762267769,8.18896852985132,17.088051312668085,4.335969607081577,6.977281341630747
Europe,Croatia,45.1,15.2,265901,5872,0.022083406982297923,1503437,0.15800000000000003,5.54,30,97.164,22669.797000000002,6.7891,12.4076,4105268,73.726,14.56222109,64.57764368000002,20.860135229999997,0.7,0.8510000000000001,16645,12.490879338036375,8.677950570294351,14.223264378304664,10.028788788895977,15.22778158497391,4.300355518529324,9.719865150009126
North America,Cuba,21.521757,-77.78116700000001,71584,414,0.005783415288332588,2843469,0.04,5.2,84.22,85.198,7423.808,11.711299999999998,15.875000000000002,11326616,110.408,16.042349909999995,68.39269093,15.564959159999999,8.7,0.7829999999999999,4684,11.178626864289857,6.025865973825314,14.86053534361224,8.912447412062642,16.242665912310404,4.704182594985739,8.451907724717607
Europe,Cyprus,35.126400000000004,33.4299,44305,250,0.005642703983749013,3342269,0.008,3.4,19.51,97.164,32415.131999999998,6.6846,7.5817000000000005,875899,127.657,16.70708967,69.24464468000004,14.048265649999998,0.7,0.887,3939,10.698852816481402,5.521460917862246,15.022160475622389,10.386380629789606,13.683006066467689,4.849346979630117,8.278682162970906
Europe,Czechia,49.817499999999995,15.473,1511021,25778,0.017059987915455842,2500123,0.052000000000000005,6.63,41.21,97.164,32605.906000000003,7.231300000000001,15.1796,10708982,137.176,15.13545128,64.70807550999999,19.991807780000002,0.7,0.9,10611,14.22829613923904,10.157276693964725,14.73185048862815,10.392248716590457,16.186593386552392,4.92126477287655,9.269646477873591
Africa,Democratic Republic of Congo,-4.0383000000000004,21.758699999999997,27887,734,0.02632050776347402,471022,0.23,0.7,0.8400000000000001,4.472,808.133,4.941200000000001,5.1353,89561404,35.879,43.84380656999999,53.53565232000001,2.620541103,77.1,0.48000000000000004,1364,10.235915909400319,6.598509028614515,13.06266008103723,6.694726648935746,18.31043502621331,3.580152166122156,7.218176838403408
Europe,Denmark,56.26390000000001,9.5018,227741,2414,0.010599760253972714,20588227,0.005,2.5,40.1,97.164,46682.515,10.108299999999998,16.6023,5792203,136.52,16.400958720000006,63.63378215,19.965259129999996,0.2,0.9400000000000001,12749,12.335964297327116,7.789040401657477,16.840229965534295,10.751124962412735,15.572023260776051,4.916471124038506,9.453208116138121
Africa,Djibouti,11.8251,42.590300000000006,7249,66,0.009104704097116844,267671,0.07300000000000001,1.4,2.24,15.950000000000001,2705.406,3.3164999999999996,4.0695,988002,41.285000000000004,29.204979660000003,66.18595669999999,4.609063643000001,22.5,0.524,63,8.888618807300878,4.189654742026425,12.497513893419907,7.903007272439283,13.803440001019453,3.720499237869392,4.143134726391533
North America,Dominica,15.415000000000001,-61.370999999999995,161,566,0.02553362867498993,802126,0.132,3.8,11.19,87.202,9673.366999999998,5.8769,7.2704,71991,98.56700000000001,26.85844526,65.42821497000001,8.469582569000004,3.2,0.742,63,5.081404364984463,6.338594078203183,13.595020981740523,9.177131718122386,11.184296390185041,4.590736519990488,4.143134726391533
North America,Dominican Republic,18.735699999999998,-70.16269999999999,251582,3302,0.013124945345851452,1284835,0.137,1.6,15.27,55.182,14600.860999999999,6.1364,15.598199999999999,10847904,222.873,27.708693899999997,64.99291644000002,7.298389658,1.6,0.756,6569,12.435524259118797,8.102283624480073,14.066140863397612,9.588835778560352,16.199482439565635,5.406602102503109,8.790116892892472
South America,Ecuador,-1.8312,-78.18339999999999,322699,16679,0.05168593642992386,1063430,0.33599999999999997,1.5,20.37,80.63499999999999,10581.936,8.2574,11.9228,17643060,66.93900000000001,27.706968170000003,64.92083246,7.3721993669999994,3.6,0.759,2535,12.684475279181827,9.721905722077173,13.877010091051845,9.266903675439739,16.6858530628866,4.203781756920476,7.837948916025283
Africa,Egypt,26.820553,30.802498,199364,11845,0.05941393631748962,2279472,0.12400000000000001,1.6,4.52,89.827,10550.206,5.2876,5.4199,102334403,97.99900000000001,28.968325049999997,65.61641934000001,6.552777882,1.3,0.707,11196,12.202887578585399,9.379661116592885,14.63945439516471,9.263900664779932,18.44375646959746,4.584957274536877,9.323311850635344
North America,El Salvador,13.794199999999998,-88.8965,63766,1998,0.0313333124235486,802126,0.09,1.3,15.66,90.64999999999999,7292.458,7.2276,19.2442,6486201,307.811,26.85844526,64.67197216999998,8.469582569000004,2.2,0.6729999999999999,1677,11.062975411922519,7.599901959208498,13.595020981740523,8.894595942383502,15.685187555193462,5.7294859582580875,7.424761761823209
Africa,Equatorial Guinea,1.6508,10.2679,6902,102,0.014778325123152709,1218744,0.043000000000000003,2.1,4.02,24.64,22604.873,3.1071000000000004,2.9434,1402985,45.194,36.95679748999999,60.6186937,2.424508808,1.1,0.592,1623,8.839566503657949,4.624972813284271,14.013331378205153,10.025920781486867,14.154112667651821,3.810964334664174,7.392031567514591
Africa,Eritrea,15.179400000000001,39.782300000000006,3208,9,0.002805486284289277,267671,0.10500000000000001,0.7,0.63,7.876,1510.459,2.8699999999999997,2.6767,3546427,44.303999999999995,40.99835370000001,55.96138756999999,2.947736623,49.2,0.459,142,8.073402968986406,2.1972245773362196,12.497513893419907,7.3201688571283166,15.081451175738387,3.791074966428606,4.955827057601261
Europe,Estonia,58.59530000000001,25.0136,102738,860,0.008370807296229243,1116763,0.20800000000000002,4.6899999999999995,44.83,89.44300000000001,29481.252,6.4294,12.224899999999998,1326539,31.033,16.463269279999995,63.544922940000006,19.991807780000002,0.5,0.892,3234,11.539937337217026,6.756932389247553,13.92594488006893,10.291509814872299,14.098083852806218,3.4350511544186646,8.081475040137052
Africa,Eswatini,-26.522499999999997,31.465899999999998,17318,666,0.038457096662432154,497211,0.043000000000000003,2.1,3.29,24.097,7738.9749999999995,6.930400000000001,10.020199999999999,1160164,79.492,37.83143024,58.153780499999996,4.014789265999998,6,0.611,1499,9.759501702007746,6.501289670540389,13.116769762267769,8.954024528873719,13.96407193239978,4.375656387666038,7.312553498102598
Africa,Ethiopia,9.145,40.4897,198794,2784,0.01400444681429017,2279472,0.23,0.3,0.77,7.96,1729.9270000000001,3.5025999999999997,4.7883000000000004,114963583,104.95700000000001,40.336441179999994,56.14686837,3.5166904549999995,26.7,0.48500000000000004,849,12.200024391662634,7.931644021454311,14.63945439516471,7.455834490069734,18.560125966611913,4.653550742470224,6.744059186311348
Europe,Faeroe Islands,61.8926,-6.9118,10838,115,0.012422360248447204,2843469,0.036,4.51,33.33,86.979,29481.252,6.7425,13.268899999999999,48865,35.308,15.13545128,64.70613601,20.15841271,0.5,0.882,3042,9.29081375612606,4.74493212836325,14.86053534361224,10.291509814872299,10.796816672772936,3.5641095671579865,8.020270472819238
Oceania,Fiji,-17.7134,178.065,67,2,0.029850746268656716,36597,0,2.3,8.6,79.807,8702.974999999999,3.5007,7.161899999999999,896444,49.562000000000005,29.293681799999998,65.08208859999999,5.624229594,1.4,0.743,870,4.204692619390966,0.6931471805599453,10.507721548816848,9.071420200212712,13.706191104934076,3.9032244110717964,6.76849321164863
Europe,Finland,61.924110000000006,25.748151,75545,817,0.010814746177774837,3843816,0.038,3.2800000000000002,38.120000000000005,97.164,40585.72099999999,9.2069,13.0394,5540718,18.136000000000003,16.01634155,61.843013830000004,22.14064462,0.2,0.9380000000000001,3224,11.232483784173942,6.705639094860003,15.161976181121258,10.611171584221658,15.527634653213825,2.897898913205228,8.07837810362652
Europe,France,46.2276,2.2137000000000002,4569164,94623,0.020709039990685386,48108527,0.08,5.98,32.67,97.164,38605.670999999995,11.3129,15.4681,68147687,122.57799999999999,17.80215787,61.806471849999994,20.39137028,0.7,0.901,89322,15.334840813969956,11.457655854452971,17.68896999587164,10.561154461760108,18.037187775692257,4.808747562049134,11.400003097105111
Africa,Gabon,-0.8037000000000001,11.6094,18777,111,0.005911487458060393,1218744,0.043000000000000003,6.3,6.819999999999999,44.6,16562.413,2.7807000000000004,9.7151,2225728,7.859,37.179545600000004,59.27572714000001,3.544727257000001,3.4,0.703,1623,9.840387995592812,4.709530201312334,14.013331378205153,9.714891129884593,14.615594611078407,2.061659371884038,7.392031567514591
Africa,Gambia,13.4432,-15.3101,5365,163,0.03038210624417521,52362,0.10700000000000001,1.1,1.02,7.876,1561.767,3.2821000000000002,3.0606,2416664,207.566,40.99835370000001,56.11429871,2.947736623,10.1,0.496,552,8.587651655064798,5.093750200806762,10.865936416391367,7.353573151539344,14.697898634713864,5.335449361385643,6.313548046277095
Asia,Georgia,42.3154,43.356899999999996,279936,3746,0.013381630086877,2145944,0.03,2.6,71.2,71.17999999999999,9745.079,7.6017,9.519,3989175,65.032,20.031425420000005,64.90751896000002,15.06105563,4.2,0.812,4757,12.542316284596385,8.228443883004033,14.579090106771721,9.184517718630197,15.199095000569526,4.1748794564442715,8.467372496432281
Europe,Germany,51.165691,10.451526000000001,2782925,75915,0.027278852286712722,48910097,0.079,8,42.49,97.164,45229.244999999995,11.246799999999999,19.8808,83783945,237.016,13.799488479999999,64.63751920000001,21.56299232,0.2,0.9470000000000001,38881,14.839013090809638,11.237369572316288,17.705494415748085,10.719499169871812,18.243751959984984,5.46812764940492,10.568260978408226
Africa,Ghana,7.9465,-1.0231999999999999,90287,740,0.008196085815233643,979476,0.093,0.9,1.36,41.047,4227.63,3.2624,6.0656,31072945,126.71900000000001,37.36487213,59.53780569,3.097322178,12,0.611,897,11.410748764478615,6.606650186198215,13.794773013769456,8.349396831334822,17.251848062844495,4.841972036620837,6.799055862058796
Europe,Gibraltar,36.1408,-5.3536,10838,115,0.012422360248447204,2843469,0.036,4.51,33.33,86.979,48472.545,10.108299999999998,15.7394,33691,3457.1,16.400958720000006,64.51118404000002,19.60531972,0.2,0.9440000000000001,12749,9.29081375612606,4.74493212836325,14.86053534361224,10.788752834166171,10.424986018358423,8.14818536631841,9.453208116138121
Europe,Greece,39.0742,21.8243,252590,7826,0.030983015954709214,6307247,0.057,4.21,54.790000000000006,97.164,24574.382,8.0414,10.2267,10423056,83.479,13.896598590000002,64.16193128,21.94147013,1.5,0.888,30123,12.439522899833023,8.965206802770357,15.65720984771389,10.109459797191533,16.159530833440403,4.424595103220146,10.313044278547546
North America,Grenada,12.1165,-61.679,155,1,0.0064516129032258064,802126,0.132,3.7,14.07,83.84100000000001,13593.876999999999,4.757099999999999,8.9967,112519,317.132,23.717221860000002,66.60535878999998,9.677419355000001,2.2,0.779,185,5.043425116919247,0,13.595020981740523,9.51737474975619,11.630877375255379,5.759318090990773,5.220355825078324
North America,Guatemala,15.7835,-90.2308,193050,6794,0.03519295519295519,1029304,0.132,0.6,3.55,76.66499999999999,7423.808,5.8138,17.2122,17915567,157.834,33.85933214000001,61.211683529999995,4.928984330999999,8.7,0.6629999999999999,1781,12.170704501692382,8.82379514872053,13.84439340364331,8.912447412062642,16.70118055767612,5.061543847813939,7.484930283289661
Africa,Guinea,9.9456,-9.6966,19501,116,0.005948412901902467,267671,0.10500000000000001,0.3,0.8300000000000001,17.45,1998.9260000000002,4.123099999999999,4.1133999999999995,13132792,51.755,43.44998914,53.60810527000001,2.9419055899999997,35.3,0.47700000000000004,99,9.87822102528824,4.7535901911063645,12.497513893419907,7.600365315305943,16.390622866476445,3.9465210458357136,4.59511985013459
Africa,Guinea-Bissau,11.803700000000001,-15.1804,3630,61,0.01680440771349862,267671,0.10500000000000001,0.8,1.27,6.4030000000000005,1548.675,7.2359,3.0088,1967998,66.191,42.15366371,54.983075840000005,2.863260455,67.1,0.48000000000000004,45,8.196987927258897,4.110873864173311,12.497513893419907,7.345155005620647,14.492527340333657,4.192544502039066,3.8066624897703196
South America,Guyana,4.860415999999999,-58.93018,10072,225,0.022339158061953933,1063430,0.21100000000000002,1.6,8.02,77.15899999999999,7435.047,4.9455,8.5423,786559,3.9519999999999995,27.929930529999996,65.35848516999998,6.711584305,3.6,0.6819999999999999,287,9.217514575724183,5.41610040220442,13.877010091051845,8.913960180326864,13.575423014560116,1.3742217798856213,5.659482215759621
North America,Haiti,18.9712,-72.2852,12736,251,0.019707914572864322,802126,0.132,0.7,2.34,22.863,1653.1729999999998,8.0355,5.239000000000001,11402533,398.448,32.85858739999999,62.077743049999995,5.063669546,23.5,0.51,447,9.452187908084165,5.5254529391317835,13.595020981740523,7.410451750541954,16.249346081665976,5.9875770003807895,6.102558594613569
North America,Honduras,15.2,-86.24190000000002,187015,4557,0.02436702938266984,802126,0.132,0.7,3.09,84.169,4541.795,7.8584,11.7122,9904608,82.80499999999999,31.15942483,64.01238565,4.828189523999999,16,0.634,851,12.138944106523503,8.424419791263883,13.595020981740523,8.42107758734485,16.108510661359908,4.416488446041454,6.7464121285733745
Asia,Hong Kong,22.3,114.2,227178,1279,0.003643000184635487,8307697,0.009,2,25.279999999999998,95.803,56054.92,4.7481,8.9203,7496988,7039.714,18.71869615,75.66632272,2.763838983,0.2,0.9490000000000001,14673,12.333489130154796,7.153833801578843,15.932692992441613,10.934087203416931,15.830011897843661,8.85932282332687,9.593764349207467
Europe,Hungary,47.16250000000001,19.5033,624779,19752,0.031614378844359366,3992774,0.267,7.02,34.08,97.164,26777.561,6.88,10.077,9660350,108.043,14.43321973,65.87232266999999,19.694457610000004,0.5,0.8540000000000001,17552,13.345153266187317,9.891010031025015,15.199996785395237,10.19531953966812,16.0835404374164,4.682529296032426,9.772923182515012
Europe,Iceland,64.96310000000001,-19.0208,6163,29,0.004705500567905241,297181,0.007,2.9099999999999997,40.78,97.164,46482.958000000006,8.3263,15.7394,341250,3.404,19.647170910000003,65.16070801999999,15.192121069999999,0.2,0.9490000000000001,2344,8.726318950962243,3.367295829986474,12.602096659768671,10.746841029776224,12.740370625481306,1.2249512107111278,7.759614150696903
Asia,India,20.593684,78.96288,11971624,161552,0.01349457684270739,238604638,0.046,0.53,8.57,59.55,6426.674,3.5349999999999997,3.3749999999999996,1380004385,450.419,26.618264650000004,67.00381119,6.377924155999999,21.2,0.645,17423,16.298049740846093,11.992582351244103,19.290318505829777,8.768212420574613,21.04535251364671,6.110178260660419,9.765546451422905
Asia,Indonesia,-0.7892999999999999,113.9213,1492002,40364,0.02705358303809244,8229683,0.12000000000000001,1.04,4.2700000000000005,64.20400000000001,11188.744000000002,2.9891,8.728499999999999,273523621,145.725,26.21511948,67.73457784,6.050302682000001,5.7,0.718,15810,14.215629400227519,10.60569357758442,15.923258054292962,9.322663551932072,19.426898541727727,4.981721283931614,9.668397930203518
